iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
70,198034,0.6174999999999999,0.18334,-0.64925,-0.000561,0.001232,1.092149,0.003255,0.03994,2.751583,240.0,0.06667,32.07,1658,586,0.7389,0.6964,4.1,6331.2
71,201155,,0.18635,-0.65449,-0.006124,0.000952,0.999915,0.007142,0.081599,2.726689,331.579,0.06333,32.45,2197,932,0.7021,0.701,3.838,6427.3
72,203858,,0.27747,-0.47753,-0.002666,0.00148,0.974626,0.003743,0.043095,2.839904,266.667,0.06,30.99,1901,810,0.7012,0.7056,3.632,6514.6
73,206171,,0.19138,-0.63349,0.000111,0.001142,0.952447,0.003986,0.055814,2.093703,335.294,0.05667,31.38,1587,734,0.6838,0.7449,3.542,6588.3
74,208447,,0.17232,-0.68966,-0.006585,0.001121,1.006139,0.006824,0.085035,1.817413,318.75,0.05333,32.18,1678,606,0.7347,0.6719,3.866,6659.0
75,211422,,0.24418,-0.54008,0.004897,0.001072,0.988871,0.004902,0.091569,6.087741,620.0,0.05,32.12,2130,853,0.714,0.6234,3.988,6751.7
76,214573,,0.27303,-0.48993,-0.001215,0.000839,0.867658,0.009212,0.060603,2.766692,364.286,0.04667,32.3,2265,894,0.717,0.6874,3.327,6849.2
77,217893,,0.26687,-0.4821,-0.002619,0.000755,0.881715,0.001793,0.052638,5.706027,461.538,0.04333,31.4,2436,892,0.732,0.6492,3.516,6955.0
78,220773,,0.36545,-0.29099,-0.001529,0.001208,0.848393,0.007473,0.062726,3.407012,400.0,0.04,32.06,2058,830,0.7126,0.6965,3.573,7044.8
79,223355,,0.29317,-0.43471,-0.006249,0.001327,0.85907,0.008733,0.080278,2.297197,409.091,0.03667,31.96,1873,717,0.7232,0.7139,3.63,7125.6
80,227034,0.5275000000000001,0.32207,-0.3655,-0.003028,0.000653,0.800049,0.008586,0.069855,7.242166,540.0,0.03333,31.29,2655,1032,0.7201,0.6998,3.468,7256.2
81,230483,,0.25115,-0.51659,-0.002358,0.000888,0.857935,0.004726,0.052666,2.143652,666.667,0.03,31.55,2533,924,0.7327,0.664,3.676,7365.5
82,232946,,0.23499,-0.5503,0.001065,0.001077,0.894568,0.006505,0.057262,2.996768,712.5,0.02667,32.15,1847,624,0.7475,0.6882,3.769,7442.1
83,236275,,0.25266,-0.50442,-0.056121,0.000884,0.93917,0.008675,0.060764,8.259227,900.0,0.02333,32.31,2420,917,0.7252,0.6725,4.105,7545.2
84,240113,,0.26282,-0.49392,-0.000889,0.000523,0.910396,0.008932,0.054628,3.285942,950.0,0.02,31.73,2740,1106,0.7124,0.6998,3.889,7666.2
85,244090,,0.27607,-0.46012,-0.00727,0.000656,0.909927,0.008,0.04787,5.2031,1800.0,0.01667,31.99,2776,1209,0.6966,0.6227,3.946,7790.5
86,246593,,0.2424,-0.52156,0.001736,0.001213,0.918355,0.006971,0.049899,2.478961,1200.0,0.01333,32.41,1830,681,0.7288,0.7576,3.68,7867.7
