iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
131,459473,,0.4292,-0.14588,-0.001574,0.000838,0.613677,0.00791,0.063098,3.614914,15000.0,0.001,33.25,3363,1558,0.6834,0.7605,3.971,14184.0
132,464858,,0.5383,0.0649,0.004954,0.000743,0.633199,0.00629,0.063725,18.466309,24000.0,0.001,33.01,3507,1886,0.6503,0.7856,4.121,14347.2
133,471383,,0.60263,0.19479,0.001033,0.000942,0.595447,0.006967,0.056254,3.10898,19000.0,0.001,33.23,4067,2466,0.6225,0.8131,4.146,14543.6
134,477467,,0.48677,-0.03718,0.001715,0.000623,0.593595,0.00522,0.053449,3.359797,18000.0,0.001,33.09,3755,2337,0.6164,0.7334,4.274,14727.5
135,482718,,0.44476,-0.10052,0.006664,0.000666,0.657481,0.008304,0.063058,3.377403,18000.0,0.001,33.32,3362,1897,0.6393,0.7487,4.245,14885.1
136,487493,,0.55182,0.09931,-0.000356,0.00082,0.583957,0.008514,0.061147,7.440962,22000.0,0.001,32.92,3033,1750,0.6341,0.7589,4.188,15030.2
137,492267,,0.60917,0.21174,0.004823,0.000825,0.542496,0.007577,0.073288,5.932891,23000.0,0.001,33.09,3047,1735,0.6372,0.8086,4.174,15174.5
138,498279,,0.54862,0.08038,0.003865,0.000514,0.597987,0.017266,0.0993,6.364611,18000.0,0.001,32.84,3817,2203,0.6341,0.7912,4.125,15357.5
139,505335,,0.69903,0.40423,0.005693,0.000377,0.589119,0.010162,0.070778,16.355505,20000.0,0.001,33.32,4227,2837,0.5984,0.8421,3.959,15569.3
140,508499,0.6424999999999998,0.50553,0.02023,0.000931,0.000809,0.510577,0.007308,0.071313,4.092151,17000.0,0.001,32.82,2203,969,0.6945,0.8382,3.861,15683.6
141,514808,,0.50075,-0.01511,0.004519,0.000857,0.573781,0.013687,0.079671,33.383083,21000.0,0.001,33.25,3987,2330,0.6312,0.7948,4.102,15873.4
142,519758,,0.61818,0.23337,0.00331,0.000573,0.587736,0.008866,0.065825,24.500343,21000.0,0.001,33.14,3041,1917,0.6134,0.7842,4.789,16022.8
143,524928,,0.41474,-0.14829,-0.000392,0.000887,0.586789,0.009983,0.072482,5.603323,25000.0,0.001,32.75,3314,1864,0.64,0.7266,4.407,16180.6
144,528589,,0.51128,0.0291,0.00328,0.001432,0.583472,0.008171,0.072432,6.552764,20000.0,0.001,32.78,2530,1139,0.6896,0.8242,4.168,16292.3
145,533517,,0.53722,0.07363,0.002504,0.000827,0.591764,0.007767,0.070045,13.602838,19000.0,0.001,32.46,3088,1848,0.6256,0.7904,4.305,16444.1
146,538252,,0.44196,-0.1184,0.002731,0.000879,0.622993,0.011509,0.075045,5.826703,14000.0,0.001,32.99,3175,1568,0.6694,0.8176,4.151,16587.7
147,543127,,0.53155,0.05441,0.005332,0.00082,0.63191,0.009878,0.058469,9.707996,20000.0,0.001,32.77,3125,1758,0.64,0.8117,4.053,16736.4
148,548218,,0.5191,0.01714,0.003239,0.000832,0.617221,0.010837,0.06223,4.422633,16000.0,0.001,32.87,3237,1862,0.6348,0.7797,4.246,16891.3
149,553197,,0.48731,-0.05156,0.001021,0.001841,0.693241,0.007305,0.055597,4.298356,18000.0,0.001,32.95,3126,1861,0.6268,0.7676,4.267,17042.5
150,558505,0.6475,0.58076,0.13747,0.001,0.001074,0.607975,0.011035,0.064162,5.221999,17000.0,0.001,32.77,3354,1962,0.6309,0.7645,3.982,17221.8
